ANO,MÊS,AEROPORTO DE ORIGEM (SIGLA),AEROPORTO DE ORIGEM (NOME),AEROPORTO DE DESTINO (NOME),NATUREZA
2025,4,SBEG,MANAUS,BOGOTÁ,INTERNACIONAL
2025,4,SBEG,MANAUS,GEORGETOWN,INTERNACIONAL
2025,4,SKBO,BOGOTÁ,MANAUS,INTERNACIONAL
2025,4,SYCJ,GEORGETOWN,MANAUS,INTERNACIONAL
2025,1,KDFW,"DALLAS & FORT WORTH, TEXAS",RIO DE JANEIRO,INTERNACIONAL
2025,1,KDFW,"DALLAS & FORT WORTH, TEXAS",GUARULHOS,INTERNACIONAL
2025,1,KJFK,"NEW YORK, NEW YORK",RIO DE JANEIRO,INTERNACIONAL
2025,1,KJFK,"NEW YORK, NEW YORK",GUARULHOS,INTERNACIONAL
2025,1,KMIA,"MIAMI, FLORIDA",RIO DE JANEIRO,INTERNACIONAL
2025,1,KMIA,"MIAMI, FLORIDA",GUARULHOS,INTERNACIONAL
2025,1,SBGL,RIO DE JANEIRO,"DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,1,SBGL,RIO DE JANEIRO,"NEW YORK, NEW YORK",INTERNACIONAL
2025,1,SBGL,RIO DE JANEIRO,"MIAMI, FLORIDA",INTERNACIONAL
2025,1,SBGR,GUARULHOS,"DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,1,SBGR,GUARULHOS,"NEW YORK, NEW YORK",INTERNACIONAL
2025,1,SBGR,GUARULHOS,"MIAMI, FLORIDA",INTERNACIONAL
2025,2,KDFW,"DALLAS & FORT WORTH, TEXAS",RIO DE JANEIRO,INTERNACIONAL
2025,2,KDFW,"DALLAS & FORT WORTH, TEXAS",GUARULHOS,INTERNACIONAL
2025,2,KJFK,"NEW YORK, NEW YORK",RIO DE JANEIRO,INTERNACIONAL
2025,2,KJFK,"NEW YORK, NEW YORK",GUARULHOS,INTERNACIONAL
2025,2,KMIA,"MIAMI, FLORIDA",RIO DE JANEIRO,INTERNACIONAL
2025,2,KMIA,"MIAMI, FLORIDA",GUARULHOS,INTERNACIONAL
2025,2,SBGL,RIO DE JANEIRO,"DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,2,SBGL,RIO DE JANEIRO,"NEW YORK, NEW YORK",INTERNACIONAL
2025,2,SBGL,RIO DE JANEIRO,"MIAMI, FLORIDA",INTERNACIONAL
2025,2,SBGR,GUARULHOS,"DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,2,SBGR,GUARULHOS,"NEW YORK, NEW YORK",INTERNACIONAL
2025,2,SBGR,GUARULHOS,"MIAMI, FLORIDA",INTERNACIONAL
2025,3,KDFW,"DALLAS & FORT WORTH, TEXAS",RIO DE JANEIRO,INTERNACIONAL
2025,3,KDFW,"DALLAS & FORT WORTH, TEXAS",GUARULHOS,INTERNACIONAL
2025,3,KJFK,"NEW YORK, NEW YORK",RIO DE JANEIRO,INTERNACIONAL
2025,3,KJFK,"NEW YORK, NEW YORK",GUARULHOS,INTERNACIONAL
2025,3,KMIA,"MIAMI, FLORIDA",RIO DE JANEIRO,INTERNACIONAL
2025,3,KMIA,"MIAMI, FLORIDA",GUARULHOS,INTERNACIONAL
2025,3,SBGL,RIO DE JANEIRO,"DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,3,SBGL,RIO DE JANEIRO,"NEW YORK, NEW YORK",INTERNACIONAL
2025,3,SBGL,RIO DE JANEIRO,"MIAMI, FLORIDA",INTERNACIONAL
2025,3,SBGR,GUARULHOS,"DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,3,SBGR,GUARULHOS,"NEW YORK, NEW YORK",INTERNACIONAL
2025,3,SBGR,GUARULHOS,"MIAMI, FLORIDA",INTERNACIONAL
2025,4,KDFW,"DALLAS & FORT WORTH, TEXAS",GUARULHOS,INTERNACIONAL
2025,4,KIAH,"HOUSTON, TEXAS","DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,4,KJFK,"NEW YORK, NEW YORK",GUARULHOS,INTERNACIONAL
2025,4,KMIA,"MIAMI, FLORIDA",RIO DE JANEIRO,INTERNACIONAL
2025,4,KMIA,"MIAMI, FLORIDA",GUARULHOS,INTERNACIONAL
2025,4,SBEG,MANAUS,"DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,4,SBGL,RIO DE JANEIRO,"MIAMI, FLORIDA",INTERNACIONAL
2025,4,SBGR,GUARULHOS,"DALLAS & FORT WORTH, TEXAS",INTERNACIONAL
2025,4,SBGR,GUARULHOS,"HOUSTON, TEXAS",INTERNACIONAL
2025,4,SBGR,GUARULHOS,"NEW YORK, NEW YORK",INTERNACIONAL
2025,4,SBGR,GUARULHOS,"MIAMI, FLORIDA",INTERNACIONAL
2025,4,SBGR,GUARULHOS,MANAUS,INTERNACIONAL
2025,1,SBSV,SALVADOR,SALVADOR,DOMÉSTICA
2025,1,SBSV,SALVADOR,CAIRU,DOMÉSTICA
2025,1,SBSV,SALVADOR,MARAÚ,DOMÉSTICA
2025,1,SDLO,CAIRU,SALVADOR,DOMÉSTICA
2025,1,SDLO,CAIRU,MARAÚ,DOMÉSTICA
2025,1,SIRI,MARAÚ,SALVADOR,DOMÉSTICA
2025,1,SIRI,MARAÚ,CAIRU,DOMÉSTICA
2025,1,SNCL,CAIRU,SALVADOR,DOMÉSTICA
2025,2,SBSV,SALVADOR,CAIRU,DOMÉSTICA
2025,2,SBSV,SALVADOR,MARAÚ,DOMÉSTICA
2025,2,SDLO,CAIRU,SALVADOR,DOMÉSTICA
2025,2,SDLO,CAIRU,MARAÚ,DOMÉSTICA
2025,2,SIRI,MARAÚ,SALVADOR,DOMÉSTICA
2025,2,SIRI,MARAÚ,CAIRU,DOMÉSTICA
2025,2,SNCL,CAIRU,SALVADOR,DOMÉSTICA
2025,3,SBSV,SALVADOR,CAIRU,DOMÉSTICA
2025,3,SBSV,SALVADOR,MARAÚ,DOMÉSTICA
2025,3,SDLO,CAIRU,SALVADOR,DOMÉSTICA
2025,3,SDLO,CAIRU,MARAÚ,DOMÉSTICA
2025,3,SIRI,MARAÚ,SALVADOR,DOMÉSTICA
2025,3,SIRI,MARAÚ,CAIRU,DOMÉSTICA
2025,3,SNCL,CAIRU,SALVADOR,DOMÉSTICA
2025,4,SBSV,SALVADOR,CAIRU,DOMÉSTICA
2025,4,SBSV,SALVADOR,MARAÚ,DOMÉSTICA
2025,4,SDLO,CAIRU,SALVADOR,DOMÉSTICA
2025,4,SDLO,CAIRU,MARAÚ,DOMÉSTICA
2025,4,SIRI,MARAÚ,SALVADOR,DOMÉSTICA
2025,4,SIRI,MARAÚ,CAIRU,DOMÉSTICA
2025,4,SNCL,CAIRU,SALVADOR,DOMÉSTICA
2025,1,CYUL,"MONTREAL, QUEBEC",GUARULHOS,INTERNACIONAL
2025,1,CYYZ,TORONTO,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,1,CYYZ,TORONTO,GUARULHOS,INTERNACIONAL
2025,1,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",TORONTO,INTERNACIONAL
2025,1,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",GUARULHOS,INTERNACIONAL
2025,1,SBGR,GUARULHOS,"MONTREAL, QUEBEC",INTERNACIONAL
2025,1,SBGR,GUARULHOS,TORONTO,INTERNACIONAL
2025,1,SBGR,GUARULHOS,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,2,CYUL,"MONTREAL, QUEBEC",GUARULHOS,INTERNACIONAL
2025,2,CYYZ,TORONTO,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,2,CYYZ,TORONTO,GUARULHOS,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",TORONTO,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",GUARULHOS,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",CAMPINAS,INTERNACIONAL
2025,2,SBGR,GUARULHOS,"MONTREAL, QUEBEC",INTERNACIONAL
2025,2,SBGR,GUARULHOS,TORONTO,INTERNACIONAL
2025,2,SBGR,GUARULHOS,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,2,SBKP,CAMPINAS,TORONTO,INTERNACIONAL
2025,2,SBKP,CAMPINAS,GUARULHOS,INTERNACIONAL
2025,3,CYUL,"MONTREAL, QUEBEC",GUARULHOS,INTERNACIONAL
2025,3,CYYZ,TORONTO,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,3,CYYZ,TORONTO,GUARULHOS,INTERNACIONAL
2025,3,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",TORONTO,INTERNACIONAL
2025,3,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",GUARULHOS,INTERNACIONAL
2025,3,SBGR,GUARULHOS,"MONTREAL, QUEBEC",INTERNACIONAL
2025,3,SBGR,GUARULHOS,TORONTO,INTERNACIONAL
2025,3,SBGR,GUARULHOS,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,4,CYUL,"MONTREAL, QUEBEC",GUARULHOS,INTERNACIONAL
2025,4,CYYZ,TORONTO,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,4,CYYZ,TORONTO,GUARULHOS,INTERNACIONAL
2025,4,CYYZ,TORONTO,SÃO JOSÉ DOS CAMPOS,INTERNACIONAL
2025,4,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",TORONTO,INTERNACIONAL
2025,4,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",GUARULHOS,INTERNACIONAL
2025,4,SBGR,GUARULHOS,"MONTREAL, QUEBEC",INTERNACIONAL
2025,4,SBGR,GUARULHOS,TORONTO,INTERNACIONAL
2025,4,SBGR,GUARULHOS,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,4,SBSJ,SÃO JOSÉ DOS CAMPOS,"CALLAO/LIMA, LIMA METROPOLITAN AREA",INTERNACIONAL
2025,1,SBAQ,ARARAQUARA,CAMPINAS,DOMÉSTICA
2025,1,SBAT,ALTA FLORESTA,VÁRZEA GRANDE,DOMÉSTICA
2025,1,SBBE,BELÉM,PARAUAPEBAS,DOMÉSTICA
2025,1,SBBE,BELÉM,MARABÁ,DOMÉSTICA
2025,1,SBBE,BELÉM,ALMEIRIM,DOMÉSTICA
2025,1,SBBE,BELÉM,SANTARÉM,DOMÉSTICA
2025,1,SBBE,BELÉM,TUCURUÍ,DOMÉSTICA
2025,1,SBBE,BELÉM,PARAGOMINAS,DOMÉSTICA
2025,1,SBBE,BELÉM,PORTO DE MOZ,DOMÉSTICA
2025,1,SBBE,BELÉM,SALINÓPOLIS,DOMÉSTICA
2025,1,SBBE,BELÉM,BREVES,DOMÉSTICA
2025,1,SBBH,BELO HORIZONTE,CONFINS,DOMÉSTICA
2025,1,SBBW,BARRA DO GARÇAS,VÁRZEA GRANDE,DOMÉSTICA
2025,1,SBCF,CONFINS,CONFINS,DOMÉSTICA
2025,1,SBCF,CONFINS,ILHÉUS,DOMÉSTICA
2025,1,SBCF,CONFINS,JUNDIAÍ,DOMÉSTICA
2025,1,SBCF,CONFINS,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBCF,CONFINS,CAMPINAS,DOMÉSTICA
2025,1,SBCF,CONFINS,VARGINHA,DOMÉSTICA
2025,1,SBCF,CONFINS,DIVINÓPOLIS,DOMÉSTICA
2025,1,SBCF,CONFINS,MANHUAÇU,DOMÉSTICA
2025,1,SBCF,CONFINS,LINHARES,DOMÉSTICA
2025,1,SBCF,CONFINS,SALINAS,DOMÉSTICA
2025,1,SBCF,CONFINS,TEÓFILO OTONI,DOMÉSTICA
2025,1,SBCF,CONFINS,PARACATU,DOMÉSTICA
2025,1,SBCJ,PARAUAPEBAS,BELÉM,DOMÉSTICA
2025,1,SBCJ,PARAUAPEBAS,OURILÂNDIA DO NORTE,DOMÉSTICA
2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,GUAÍRA,DOMÉSTICA
2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,UMUARAMA,DOMÉSTICA
2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,UNIÃO DA VITÓRIA,DOMÉSTICA
2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,TELÊMACO BORBA,DOMÉSTICA
2025,1,SBCY,VÁRZEA GRANDE,ALTA FLORESTA,DOMÉSTICA
2025,1,SBCY,VÁRZEA GRANDE,BARRA DO GARÇAS,DOMÉSTICA
2025,1,SBCY,VÁRZEA GRANDE,VÁRZEA GRANDE,DOMÉSTICA
2025,1,SBCY,VÁRZEA GRANDE,JI-PARANÁ,DOMÉSTICA
2025,1,SBCY,VÁRZEA GRANDE,ARIPUANÃ,DOMÉSTICA
2025,1,SBEG,MANAUS,MANAUS,DOMÉSTICA
2025,1,SBEG,MANAUS,MANICORÉ,DOMÉSTICA
2025,1,SBEG,MANAUS,SANTARÉM,DOMÉSTICA
2025,1,SBEG,MANAUS,TEFÉ,DOMÉSTICA
2025,1,SBEG,MANAUS,BORBA,DOMÉSTICA
2025,1,SBEG,MANAUS,COARI,DOMÉSTICA
2025,1,SBEG,MANAUS,LÁBREA,DOMÉSTICA
2025,1,SBEG,MANAUS,MAUÉS,DOMÉSTICA
2025,1,SBEG,MANAUS,PARINTINS,DOMÉSTICA
2025,1,SBEK,JACAREACANGA,ITAITUBA,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,CRUZ,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,PARNAÍBA,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,RECIFE,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,SOBRAL,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,IGUATU,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,CRATEÚS,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,BARREIRINHAS,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,SÃO BENEDITO,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,CONFINS,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,CAMPINAS,DOMÉSTICA
2025,1,SBGV,GOVERNADOR VALADARES,CONFINS,DOMÉSTICA
2025,1,SBIH,ITAITUBA,JACAREACANGA,DOMÉSTICA
2025,1,SBIH,ITAITUBA,MARABÁ,DOMÉSTICA
2025,1,SBIL,ILHÉUS,CONFINS,DOMÉSTICA
2025,1,SBIL,ILHÉUS,RECIFE,DOMÉSTICA
2025,1,SBIP,SANTANA DO PARAÍSO,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBJD,JUNDIAÍ,CONFINS,DOMÉSTICA
2025,1,SBJD,JUNDIAÍ,JUNDIAÍ,DOMÉSTICA
2025,1,SBJD,JUNDIAÍ,CAMPINAS,DOMÉSTICA
2025,1,SBJD,JUNDIAÍ,MARÍLIA,DOMÉSTICA
2025,1,SBJD,JUNDIAÍ,ANGRA DOS REIS,DOMÉSTICA
2025,1,SBJE,CRUZ,FORTALEZA,DOMÉSTICA
2025,1,SBJE,CRUZ,PARNAÍBA,DOMÉSTICA
2025,1,SBJE,CRUZ,BARREIRINHAS,DOMÉSTICA
2025,1,SBJI,JI-PARANÁ,VÁRZEA GRANDE,DOMÉSTICA
2025,1,SBJI,JI-PARANÁ,PORTO VELHO,DOMÉSTICA
2025,1,SBJR,RIO DE JANEIRO,CONFINS,DOMÉSTICA
2025,1,SBJR,RIO DE JANEIRO,CAMPINAS,DOMÉSTICA
2025,1,SBJR,RIO DE JANEIRO,MARICÁ,DOMÉSTICA
2025,1,SBJU,JUAZEIRO DO NORTE,RECIFE,DOMÉSTICA
2025,1,SBKP,CAMPINAS,ARARAQUARA,DOMÉSTICA
2025,1,SBKP,CAMPINAS,JUNDIAÍ,DOMÉSTICA
2025,1,SBKP,CAMPINAS,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBKP,CAMPINAS,CAMPINAS,DOMÉSTICA
2025,1,SBKP,CAMPINAS,MARICÁ,DOMÉSTICA
2025,1,SBKP,CAMPINAS,FRANCA,DOMÉSTICA
2025,1,SBKP,CAMPINAS,BARRETOS,DOMÉSTICA
2025,1,SBKP,CAMPINAS,DIVINÓPOLIS,DOMÉSTICA
2025,1,SBMA,MARABÁ,BELÉM,DOMÉSTICA
2025,1,SBMA,MARABÁ,ITAITUBA,DOMÉSTICA
2025,1,SBMA,MARABÁ,OURILÂNDIA DO NORTE,DOMÉSTICA
2025,1,SBMD,ALMEIRIM,BELÉM,DOMÉSTICA
2025,1,SBMI,MARICÁ,CAMPINAS,DOMÉSTICA
2025,1,SBMK,MONTES CLAROS,CONFINS,DOMÉSTICA
2025,1,SBML,MARÍLIA,JUNDIAÍ,DOMÉSTICA
2025,1,SBMY,MANICORÉ,MANAUS,DOMÉSTICA
2025,1,SBPB,PARNAÍBA,FORTALEZA,DOMÉSTICA
2025,1,SBPB,PARNAÍBA,CRUZ,DOMÉSTICA
2025,1,SBPB,PARNAÍBA,SÃO LUÍS,DOMÉSTICA
2025,1,SBPB,PARNAÍBA,BARREIRINHAS,DOMÉSTICA
2025,1,SBPB,PARNAÍBA,SÃO BENEDITO,DOMÉSTICA
2025,1,SBPV,PORTO VELHO,JI-PARANÁ,DOMÉSTICA
2025,1,SBRF,RECIFE,FORTALEZA,DOMÉSTICA
2025,1,SBRF,RECIFE,ILHÉUS,DOMÉSTICA
2025,1,SBRF,RECIFE,CAJAZEIRAS,DOMÉSTICA
2025,1,SBRF,RECIFE,ARARIPINA,DOMÉSTICA
2025,1,SBRF,RECIFE,GARANHUNS,DOMÉSTICA
2025,1,SBRF,RECIFE,SERRA TALHADA,DOMÉSTICA
2025,1,SBRF,RECIFE,CARUARU,DOMÉSTICA
2025,1,SBSL,SÃO LUÍS,CRUZ,DOMÉSTICA
2025,1,SBSL,SÃO LUÍS,PARNAÍBA,DOMÉSTICA
2025,1,SBSL,SÃO LUÍS,BARREIRINHAS,DOMÉSTICA
2025,1,SBSN,SANTARÉM,BELÉM,DOMÉSTICA
2025,1,SBSN,SANTARÉM,MANAUS,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,JUNDIAÍ,DOMÉSTICA
2025,1,SBTF,TEFÉ,MANAUS,DOMÉSTICA
2025,1,SBTF,TEFÉ,SANTA ISABEL DO RIO NEGRO,DOMÉSTICA
2025,1,SBTU,TUCURUÍ,BELÉM,DOMÉSTICA
2025,1,SBUL,UBERLÂNDIA,VÁRZEA GRANDE,DOMÉSTICA
2025,1,SBUL,UBERLÂNDIA,UBERLÂNDIA,DOMÉSTICA
2025,1,SBVG,VARGINHA,CONFINS,DOMÉSTICA
2025,1,SBVH,VILHENA,VÁRZEA GRANDE,DOMÉSTICA
2025,1,SDAG,ANGRA DOS REIS,SÃO PAULO,DOMÉSTICA
2025,1,SDOW,OURILÂNDIA DO NORTE,PARAUAPEBAS,DOMÉSTICA
2025,1,SIMK,FRANCA,CAMPINAS,DOMÉSTICA
2025,1,SJZA,CAJAZEIRAS,RECIFE,DOMÉSTICA
2025,1,SN6L,SOBRAL,FORTALEZA,DOMÉSTICA
2025,1,SNAB,ARARIPINA,RECIFE,DOMÉSTICA
2025,1,SNBA,BARRETOS,CAMPINAS,DOMÉSTICA
2025,1,SNDV,DIVINÓPOLIS,CONFINS,DOMÉSTICA
2025,1,SNDV,DIVINÓPOLIS,CAMPINAS,DOMÉSTICA
2025,1,SNEB,PARAGOMINAS,BELÉM,DOMÉSTICA
2025,1,SNGN,GARANHUNS,RECIFE,DOMÉSTICA
2025,1,SNHS,SERRA TALHADA,RECIFE,DOMÉSTICA
2025,1,SNIG,IGUATU,FORTALEZA,DOMÉSTICA
2025,1,SNJM,MANHUAÇU,CONFINS,DOMÉSTICA
2025,1,SNLN,LINHARES,CONFINS,DOMÉSTICA
2025,1,SNMZ,PORTO DE MOZ,BELÉM,DOMÉSTICA
2025,1,SNRU,CARUARU,RECIFE,DOMÉSTICA
2025,1,SNSM,SALINÓPOLIS,BELÉM,DOMÉSTICA
2025,1,SNSS,SALINAS,CONFINS,DOMÉSTICA
2025,1,SNTO,TEÓFILO OTONI,CONFINS,DOMÉSTICA
2025,1,SNVS,BREVES,BELÉM,DOMÉSTICA
2025,1,SNWS,CRATEÚS,FORTALEZA,DOMÉSTICA
2025,1,SNZR,PARACATU,CONFINS,DOMÉSTICA
2025,1,SSGY,GUAÍRA,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,1,SSOU,ARIPUANÃ,VÁRZEA GRANDE,DOMÉSTICA
2025,1,SSRS,BARREIRINHAS,CRUZ,DOMÉSTICA
2025,1,SSRS,BARREIRINHAS,PARNAÍBA,DOMÉSTICA
2025,1,SSRS,BARREIRINHAS,SÃO LUÍS,DOMÉSTICA
2025,1,SSUM,UMUARAMA,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,1,SSUV,UNIÃO DA VITÓRIA,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,1,SSVL,TELÊMACO BORBA,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,1,SWBE,SÃO BENEDITO,FORTALEZA,DOMÉSTICA
2025,1,SWBR,BORBA,MANAUS,DOMÉSTICA
2025,1,SWKO,COARI,MANAUS,DOMÉSTICA
2025,1,SWLB,LÁBREA,COARI,DOMÉSTICA
2025,1,SWMW,MAUÉS,MANAUS,DOMÉSTICA
2025,1,SWPI,PARINTINS,SANTARÉM,DOMÉSTICA
2025,1,SWTP,SANTA ISABEL DO RIO NEGRO,TEFÉ,DOMÉSTICA
2025,2,SBAQ,ARARAQUARA,JUNDIAÍ,DOMÉSTICA
2025,2,SBAQ,ARARAQUARA,RIO DE JANEIRO,DOMÉSTICA
2025,2,SBAQ,ARARAQUARA,CAMPINAS,DOMÉSTICA
2025,2,SBAT,ALTA FLORESTA,VÁRZEA GRANDE,DOMÉSTICA
2025,2,SBBE,BELÉM,BELÉM,DOMÉSTICA
2025,2,SBBE,BELÉM,PARAUAPEBAS,DOMÉSTICA
2025,2,SBBE,BELÉM,ALTAMIRA,DOMÉSTICA
2025,2,SBBE,BELÉM,MARABÁ,DOMÉSTICA
2025,2,SBBE,BELÉM,ALMEIRIM,DOMÉSTICA
2025,2,SBBE,BELÉM,MACAPÁ,DOMÉSTICA
2025,2,SBBE,BELÉM,PARNAÍBA,DOMÉSTICA
2025,2,SBBE,BELÉM,SÃO LUÍS,DOMÉSTICA
2025,2,SBBE,BELÉM,SANTARÉM,DOMÉSTICA
2025,2,SBBE,BELÉM,TUCURUÍ,DOMÉSTICA
2025,2,SBBE,BELÉM,PARAGOMINAS,DOMÉSTICA
2025,2,SBBE,BELÉM,PORTO DE MOZ,DOMÉSTICA
2025,2,SBBE,BELÉM,SALINÓPOLIS,DOMÉSTICA
2025,2,SBBE,BELÉM,BREVES,DOMÉSTICA
2025,2,SBBH,BELO HORIZONTE,CONFINS,DOMÉSTICA
2025,2,SBBW,BARRA DO GARÇAS,VÁRZEA GRANDE,DOMÉSTICA
2025,2,SBCF,CONFINS,CONFINS,DOMÉSTICA
2025,2,SBCF,CONFINS,GOIÂNIA,DOMÉSTICA
2025,2,SBCF,CONFINS,RIO DE JANEIRO,DOMÉSTICA
2025,2,SBCF,CONFINS,CAMPINAS,DOMÉSTICA
2025,2,SBCF,CONFINS,RIBEIRÃO PRETO,DOMÉSTICA
2025,2,SBCF,CONFINS,VARGINHA,DOMÉSTICA
2025,2,SBCF,CONFINS,DIVINÓPOLIS,DOMÉSTICA
2025,2,SBCF,CONFINS,MANHUAÇU,DOMÉSTICA
2025,2,SBCF,CONFINS,LINHARES,DOMÉSTICA
2025,2,SBCF,CONFINS,SALINAS,DOMÉSTICA
2025,2,SBCF,CONFINS,TEÓFILO OTONI,DOMÉSTICA
2025,2,SBCF,CONFINS,PARACATU,DOMÉSTICA
2025,2,SBCJ,PARAUAPEBAS,BELÉM,DOMÉSTICA
2025,2,SBCJ,PARAUAPEBAS,GOIÂNIA,DOMÉSTICA
2025,2,SBCJ,PARAUAPEBAS,OURILÂNDIA DO NORTE,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,JUNDIAÍ,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,DIVINÓPOLIS,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,GUAÍRA,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,UMUARAMA,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,UNIÃO DA VITÓRIA,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,TELÊMACO BORBA,DOMÉSTICA
2025,2,SBCY,VÁRZEA GRANDE,BARRA DO GARÇAS,DOMÉSTICA
2025,2,SBCY,VÁRZEA GRANDE,VÁRZEA GRANDE,DOMÉSTICA
2025,2,SBCY,VÁRZEA GRANDE,GOIÂNIA,DOMÉSTICA
2025,2,SBCY,VÁRZEA GRANDE,JI-PARANÁ,DOMÉSTICA
2025,2,SBCY,VÁRZEA GRANDE,ARIPUANÃ,DOMÉSTICA
2025,2,SBEG,MANAUS,MANAUS,DOMÉSTICA
2025,2,SBEG,MANAUS,MANICORÉ,DOMÉSTICA
2025,2,SBEG,MANAUS,SANTARÉM,DOMÉSTICA
2025,2,SBEG,MANAUS,TEFÉ,DOMÉSTICA
2025,2,SBEG,MANAUS,BORBA,DOMÉSTICA
2025,2,SBEG,MANAUS,COARI,DOMÉSTICA
2025,2,SBEG,MANAUS,LÁBREA,DOMÉSTICA
2025,2,SBEG,MANAUS,MAUÉS,DOMÉSTICA
2025,2,SBEK,JACAREACANGA,ITAITUBA,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,FORTALEZA,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,CRUZ,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,PARNAÍBA,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,RECIFE,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,SÃO LUÍS,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,IGUATU,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,CRATEÚS,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,SÃO BENEDITO,DOMÉSTICA
2025,2,SBGO,GOIÂNIA,VÁRZEA GRANDE,DOMÉSTICA
2025,2,SBGO,GOIÂNIA,JUNDIAÍ,DOMÉSTICA
2025,2,SBGO,GOIÂNIA,PALMAS,DOMÉSTICA
2025,2,SBGR,GUARULHOS,JUNDIAÍ,DOMÉSTICA
2025,2,SBHT,ALTAMIRA,BELÉM,DOMÉSTICA
2025,2,SBHT,ALTAMIRA,TUCURUÍ,DOMÉSTICA
2025,2,SBIH,ITAITUBA,JACAREACANGA,DOMÉSTICA
2025,2,SBIH,ITAITUBA,ALTAMIRA,DOMÉSTICA
2025,2,SBIP,SANTANA DO PARAÍSO,CONFINS,DOMÉSTICA
2025,2,SBJD,JUNDIAÍ,CONFINS,DOMÉSTICA
2025,2,SBJD,JUNDIAÍ,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,2,SBJD,JUNDIAÍ,JUNDIAÍ,DOMÉSTICA
