ANO,MÊS,AEROPORTO DE ORIGEM (SIGLA),AEROPORTO DE ORIGEM (NOME),AEROPORTO DE DESTINO (NOME),NATUREZA
2025,1,SBBR,BRASÍLIA,SANTA RITA,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,JUAZEIRO DO NORTE,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,MARABÁ,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,RIO LARGO,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,MACAPÁ,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,PORTO ALEGRE,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,PALMAS,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,PORTO VELHO,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,RIO BRANCO,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,SÃO JOSÉ DOS CAMPOS,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,SÃO LUÍS,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,SANTARÉM,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,SALVADOR,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,TERESINA,DOMÉSTICA
2025,1,SBBR,BRASÍLIA,VITÓRIA,DOMÉSTICA
2025,1,SBBV,BOA VISTA,BRASÍLIA,DOMÉSTICA
2025,1,SBCA,CASCAVEL,GUARULHOS,DOMÉSTICA
2025,1,SBCF,CONFINS,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,1,SBCF,CONFINS,SÃO JOSÉ DOS CAMPOS,DOMÉSTICA
2025,1,SBCG,CAMPO GRANDE,GUARULHOS,DOMÉSTICA
2025,1,SBCG,CAMPO GRANDE,SÃO PAULO,DOMÉSTICA
2025,1,SBCH,CHAPECÓ,SÃO PAULO,DOMÉSTICA
2025,1,SBCN,CALDAS NOVAS,SÃO PAULO,DOMÉSTICA
2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,BRASÍLIA,DOMÉSTICA
2025,1,SBCT,SÃO JOSÉ DOS PINHAIS,SALVADOR,DOMÉSTICA
2025,1,SBCX,CAXIAS DO SUL,SÃO PAULO,DOMÉSTICA
2025,1,SBCY,VÁRZEA GRANDE,BRASÍLIA,DOMÉSTICA
2025,1,SBCZ,CRUZEIRO DO SUL,BRASÍLIA,DOMÉSTICA
2025,1,SBCZ,CRUZEIRO DO SUL,RIO BRANCO,DOMÉSTICA
2025,1,SBDB,BONITO,SÃO PAULO,DOMÉSTICA
2025,1,SBDN,PRESIDENTE PRUDENTE,SÃO PAULO,DOMÉSTICA
2025,1,SBEG,MANAUS,"ORLANDO, FLORIDA",INTERNACIONAL
2025,1,SBEG,MANAUS,"MIAMI, FLORIDA",INTERNACIONAL
2025,1,SBEG,MANAUS,FORTALEZA,DOMÉSTICA
2025,1,SBEG,MANAUS,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBEG,MANAUS,GUARULHOS,DOMÉSTICA
2025,1,SBEG,MANAUS,RIO BRANCO,DOMÉSTICA
2025,1,SBFI,FOZ DO IGUAÇU,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBFI,FOZ DO IGUAÇU,GUARULHOS,DOMÉSTICA
2025,1,SBFI,FOZ DO IGUAÇU,SÃO PAULO,DOMÉSTICA
2025,1,SBFL,FLORIANÓPOLIS,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBFL,FLORIANÓPOLIS,GUARULHOS,DOMÉSTICA
2025,1,SBFL,FLORIANÓPOLIS,SÃO PAULO,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,"ORLANDO, FLORIDA",INTERNACIONAL
2025,1,SBFZ,FORTALEZA,"MIAMI, FLORIDA",INTERNACIONAL
2025,1,SBFZ,FORTALEZA,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,1,SBFZ,FORTALEZA,BRASÍLIA,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,MANAUS,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,GUARULHOS,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,SALVADOR,DOMÉSTICA
2025,1,SBFZ,FORTALEZA,VITÓRIA,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,ARACAJU,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,BRASÍLIA,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,MANAUS,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,FOZ DO IGUAÇU,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,FLORIANÓPOLIS,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,FORTALEZA,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,GOIÂNIA,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,SANTA RITA,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,RIO LARGO,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,SÃO GONÇALO DO AMARANTE,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,SÃO JOSÉ DOS CAMPOS,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,SÃO PAULO,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,SALVADOR,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,VITÓRIA,DOMÉSTICA
2025,1,SBGL,RIO DE JANEIRO,"MONTEVIDEO, MONTEVIDEO",INTERNACIONAL
2025,1,SBGO,GOIÂNIA,GUARULHOS,DOMÉSTICA
2025,1,SBGO,GOIÂNIA,SÃO PAULO,DOMÉSTICA
2025,1,SBGO,GOIÂNIA,SALVADOR,DOMÉSTICA
2025,1,SBGR,GUARULHOS,"ORLANDO, FLORIDA",INTERNACIONAL
2025,1,SBGR,GUARULHOS,SAN JOSE/JUAN SANTAMARIA,INTERNACIONAL
2025,1,SBGR,GUARULHOS,"MENDOZA, MENDOZA PROVINCE",INTERNACIONAL
2025,1,SBGR,GUARULHOS,ARACAJU,DOMÉSTICA
2025,1,SBGR,GUARULHOS,BRASÍLIA,DOMÉSTICA
2025,1,SBGR,GUARULHOS,CASCAVEL,DOMÉSTICA
2025,1,SBGR,GUARULHOS,CAMPO GRANDE,DOMÉSTICA
2025,1,SBGR,GUARULHOS,MANAUS,DOMÉSTICA
2025,1,SBGR,GUARULHOS,FOZ DO IGUAÇU,DOMÉSTICA
2025,1,SBGR,GUARULHOS,FLORIANÓPOLIS,DOMÉSTICA
2025,1,SBGR,GUARULHOS,FORTALEZA,DOMÉSTICA
2025,1,SBGR,GUARULHOS,GOIÂNIA,DOMÉSTICA
2025,1,SBGR,GUARULHOS,CRUZ,DOMÉSTICA
2025,1,SBGR,GUARULHOS,SANTA RITA,DOMÉSTICA
2025,1,SBGR,GUARULHOS,JUAZEIRO DO NORTE,DOMÉSTICA
2025,1,SBGR,GUARULHOS,MARINGÁ,DOMÉSTICA
2025,1,SBGR,GUARULHOS,RIO LARGO,DOMÉSTICA
2025,1,SBGR,GUARULHOS,NAVEGANTES,DOMÉSTICA
2025,1,SBGR,GUARULHOS,SANTO ÂNGELO,DOMÉSTICA
2025,1,SBGR,GUARULHOS,PALMAS,DOMÉSTICA
2025,1,SBGR,GUARULHOS,PELOTAS,DOMÉSTICA
2025,1,SBGR,GUARULHOS,PETROLINA,DOMÉSTICA
2025,1,SBGR,GUARULHOS,SÃO GONÇALO DO AMARANTE,DOMÉSTICA
2025,1,SBGR,GUARULHOS,SINOP,DOMÉSTICA
2025,1,SBGR,GUARULHOS,SÃO LUÍS,DOMÉSTICA
2025,1,SBGR,GUARULHOS,SALVADOR,DOMÉSTICA
2025,1,SBGR,GUARULHOS,TERESINA,DOMÉSTICA
2025,1,SBGR,GUARULHOS,VITÓRIA DA CONQUISTA,DOMÉSTICA
2025,1,SBGR,GUARULHOS,VITÓRIA,DOMÉSTICA
2025,1,SBGR,GUARULHOS,ASUNCIÓN,INTERNACIONAL
2025,1,SBGR,GUARULHOS,"MONTEVIDEO, MONTEVIDEO",INTERNACIONAL
2025,1,SBGR,GUARULHOS,"LE LAMENTIN, FORT-DE-FRANCE",INTERNACIONAL
2025,1,SBGR,GUARULHOS,"ORANJESTAD, ARUBA",INTERNACIONAL
2025,1,SBJE,CRUZ,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBJE,CRUZ,GUARULHOS,DOMÉSTICA
2025,1,SBJP,SANTA RITA,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,1,SBJP,SANTA RITA,BRASÍLIA,DOMÉSTICA
2025,1,SBJP,SANTA RITA,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBJP,SANTA RITA,GUARULHOS,DOMÉSTICA
2025,1,SBJP,SANTA RITA,SALVADOR,DOMÉSTICA
2025,1,SBJU,JUAZEIRO DO NORTE,BRASÍLIA,DOMÉSTICA
2025,1,SBJU,JUAZEIRO DO NORTE,GUARULHOS,DOMÉSTICA
2025,1,SBJV,JOINVILLE,SÃO PAULO,DOMÉSTICA
2025,1,SBKG,CAMPINA GRANDE,SÃO PAULO,DOMÉSTICA
2025,1,SBKG,CAMPINA GRANDE,SALVADOR,DOMÉSTICA
2025,1,SBLO,LONDRINA,SÃO PAULO,DOMÉSTICA
2025,1,SBMA,MARABÁ,BRASÍLIA,DOMÉSTICA
2025,1,SBMG,MARINGÁ,GUARULHOS,DOMÉSTICA
2025,1,SBMG,MARINGÁ,SÃO PAULO,DOMÉSTICA
2025,1,SBMK,MONTES CLAROS,SÃO PAULO,DOMÉSTICA
2025,1,SBMO,RIO LARGO,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,1,SBMO,RIO LARGO,BRASÍLIA,DOMÉSTICA
2025,1,SBMO,RIO LARGO,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBMO,RIO LARGO,GUARULHOS,DOMÉSTICA
2025,1,SBMO,RIO LARGO,SANTA RITA,DOMÉSTICA
2025,1,SBMO,RIO LARGO,SALVADOR,DOMÉSTICA
2025,1,SBMQ,MACAPÁ,BRASÍLIA,DOMÉSTICA
2025,1,SBMQ,MACAPÁ,MACAPÁ,DOMÉSTICA
2025,1,SBNF,NAVEGANTES,GUARULHOS,DOMÉSTICA
2025,1,SBNF,NAVEGANTES,SÃO PAULO,DOMÉSTICA
2025,1,SBNM,SANTO ÂNGELO,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,1,SBNM,SANTO ÂNGELO,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBNM,SANTO ÂNGELO,GUARULHOS,DOMÉSTICA
2025,1,SBPA,PORTO ALEGRE,BRASÍLIA,DOMÉSTICA
2025,1,SBPA,PORTO ALEGRE,SALVADOR,DOMÉSTICA
2025,1,SBPF,PASSO FUNDO,SÃO PAULO,DOMÉSTICA
2025,1,SBPJ,PALMAS,BRASÍLIA,DOMÉSTICA
2025,1,SBPJ,PALMAS,GUARULHOS,DOMÉSTICA
2025,1,SBPK,PELOTAS,GUARULHOS,DOMÉSTICA
2025,1,SBPL,PETROLINA,GUARULHOS,DOMÉSTICA
2025,1,SBPV,PORTO VELHO,BRASÍLIA,DOMÉSTICA
2025,1,SBRB,RIO BRANCO,BRASÍLIA,DOMÉSTICA
2025,1,SBRB,RIO BRANCO,CRUZEIRO DO SUL,DOMÉSTICA
2025,1,SBRB,RIO BRANCO,MANAUS,DOMÉSTICA
2025,1,SBRF,RECIFE,BUENOS AIRES,INTERNACIONAL
2025,1,SBRF,RECIFE,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,1,SBRJ,RIO DE JANEIRO,BRASÍLIA,DOMÉSTICA
2025,1,SBRJ,RIO DE JANEIRO,PORTO SEGURO,DOMÉSTICA
2025,1,SBRJ,RIO DE JANEIRO,SALVADOR,DOMÉSTICA
2025,1,SBRP,RIBEIRÃO PRETO,SÃO PAULO,DOMÉSTICA
2025,1,SBSG,SÃO GONÇALO DO AMARANTE,BUENOS AIRES,INTERNACIONAL
2025,1,SBSG,SÃO GONÇALO DO AMARANTE,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,1,SBSG,SÃO GONÇALO DO AMARANTE,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBSG,SÃO GONÇALO DO AMARANTE,GUARULHOS,DOMÉSTICA
2025,1,SBSG,SÃO GONÇALO DO AMARANTE,VITÓRIA,DOMÉSTICA
2025,1,SBSI,SINOP,GUARULHOS,DOMÉSTICA
2025,1,SBSJ,SÃO JOSÉ DOS CAMPOS,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBSL,SÃO LUÍS,BRASÍLIA,DOMÉSTICA
2025,1,SBSL,SÃO LUÍS,MANAUS,DOMÉSTICA
2025,1,SBSL,SÃO LUÍS,GUARULHOS,DOMÉSTICA
2025,1,SBSL,SÃO LUÍS,SALVADOR,DOMÉSTICA
2025,1,SBSN,SANTARÉM,BRASÍLIA,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,ARAÇATUBA,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,CAMPO GRANDE,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,CHAPECÓ,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,CALDAS NOVAS,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,CAXIAS DO SUL,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,BONITO,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,PRESIDENTE PRUDENTE,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,FOZ DO IGUAÇU,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,FLORIANÓPOLIS,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,GOIÂNIA,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,GUARULHOS,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,JOINVILLE,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,CAMPINA GRANDE,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,CAMPINAS,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,LONDRINA,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,MARINGÁ,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,MONTES CLAROS,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,NAVEGANTES,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,PASSO FUNDO,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,RIBEIRÃO PRETO,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,SÃO JOSÉ DO RIO PRETO,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,UBERLÂNDIA,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,UBERABA,DOMÉSTICA
2025,1,SBSP,SÃO PAULO,GOIANÁ,DOMÉSTICA
2025,1,SBSR,SÃO JOSÉ DO RIO PRETO,SÃO PAULO,DOMÉSTICA
2025,1,SBSV,SALVADOR,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,1,SBSV,SALVADOR,FORTALEZA,DOMÉSTICA
2025,1,SBSV,SALVADOR,GOIÂNIA,DOMÉSTICA
2025,1,SBSV,SALVADOR,GUARULHOS,DOMÉSTICA
2025,1,SBSV,SALVADOR,SANTA RITA,DOMÉSTICA
2025,1,SBSV,SALVADOR,CAMPINA GRANDE,DOMÉSTICA
2025,1,SBSV,SALVADOR,MARINGÁ,DOMÉSTICA
2025,1,SBSV,SALVADOR,PORTO ALEGRE,DOMÉSTICA
2025,1,SBSV,SALVADOR,SÃO GONÇALO DO AMARANTE,DOMÉSTICA
2025,1,SBSV,SALVADOR,SÃO LUÍS,DOMÉSTICA
2025,1,SBSV,SALVADOR,VITÓRIA,DOMÉSTICA
2025,1,SBTE,TERESINA,BELÉM,DOMÉSTICA
2025,1,SBTE,TERESINA,BRASÍLIA,DOMÉSTICA
2025,1,SBTE,TERESINA,GUARULHOS,DOMÉSTICA
2025,1,SBTE,TERESINA,SÃO LUÍS,DOMÉSTICA
2025,1,SBUL,UBERLÂNDIA,SÃO PAULO,DOMÉSTICA
2025,1,SBUR,UBERABA,SÃO PAULO,DOMÉSTICA
2025,1,SBVC,VITÓRIA DA CONQUISTA,GUARULHOS,DOMÉSTICA
2025,1,SBVT,VITÓRIA,ARACAJU,DOMÉSTICA
2025,1,SBVT,VITÓRIA,BRASÍLIA,DOMÉSTICA
2025,1,SBVT,VITÓRIA,RIO DE JANEIRO,DOMÉSTICA
2025,1,SBVT,VITÓRIA,GUARULHOS,DOMÉSTICA
2025,1,SBVT,VITÓRIA,PORTO SEGURO,DOMÉSTICA
2025,1,SBVT,VITÓRIA,SÃO PAULO,DOMÉSTICA
2025,1,SBVT,VITÓRIA,SALVADOR,DOMÉSTICA
2025,1,SBZM,GOIANÁ,SÃO PAULO,DOMÉSTICA
2025,1,SGAS,ASUNCIÓN,GUARULHOS,INTERNACIONAL
2025,1,SKBO,BOGOTÁ,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,1,SLVR,SANTA CRUZ,RIO DE JANEIRO,INTERNACIONAL
2025,1,SMJP,ZANDERIJ,BELÉM,INTERNACIONAL
2025,1,SUMU,"MONTEVIDEO, MONTEVIDEO",RIO DE JANEIRO,INTERNACIONAL
2025,1,SUMU,"MONTEVIDEO, MONTEVIDEO",GUARULHOS,INTERNACIONAL
2025,1,TFFF,"LE LAMENTIN, FORT-DE-FRANCE",MANAUS,INTERNACIONAL
2025,1,TNCA,"ORANJESTAD, ARUBA",GUARULHOS,INTERNACIONAL
2025,2,KMCO,"ORLANDO, FLORIDA",BRASÍLIA,INTERNACIONAL
2025,2,KMCO,"ORLANDO, FLORIDA",FORTALEZA,INTERNACIONAL
2025,2,KMCO,"ORLANDO, FLORIDA",SÃO GONÇALO DO AMARANTE,INTERNACIONAL
2025,2,KMCO,"ORLANDO, FLORIDA",SANTARÉM,INTERNACIONAL
2025,2,KMIA,"MIAMI, FLORIDA","ORLANDO, FLORIDA",INTERNACIONAL
2025,2,KMIA,"MIAMI, FLORIDA",BRASÍLIA,INTERNACIONAL
2025,2,KMIA,"MIAMI, FLORIDA",MANAUS,INTERNACIONAL
2025,2,KMIA,"MIAMI, FLORIDA",FORTALEZA,INTERNACIONAL
2025,2,MMUN,CANCUN/INTL,BRASÍLIA,INTERNACIONAL
2025,2,MROC,SAN JOSE/JUAN SANTAMARIA,GUARULHOS,INTERNACIONAL
2025,2,SABE,BUENOS AIRES,RECIFE,INTERNACIONAL
2025,2,SABE,BUENOS AIRES,SÃO GONÇALO DO AMARANTE,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE","EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",BRASÍLIA,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",CONFINS,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",FORTALEZA,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",SANTA RITA,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",RIO LARGO,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",PORTO SEGURO,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",RECIFE,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",SÃO GONÇALO DO AMARANTE,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",SALVADOR,INTERNACIONAL
2025,2,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",BOGOTÁ,INTERNACIONAL
2025,2,SAME,"MENDOZA, MENDOZA PROVINCE",GUARULHOS,INTERNACIONAL
2025,2,SBAR,ARACAJU,RIO DE JANEIRO,DOMÉSTICA
2025,2,SBAR,ARACAJU,GUARULHOS,DOMÉSTICA
2025,2,SBAR,ARACAJU,SÃO PAULO,DOMÉSTICA
2025,2,SBAU,ARAÇATUBA,SÃO PAULO,DOMÉSTICA
2025,2,SBBE,BELÉM,ZANDERIJ,INTERNACIONAL
2025,2,SBBR,BRASÍLIA,"ORLANDO, FLORIDA",INTERNACIONAL
2025,2,SBBR,BRASÍLIA,"MIAMI, FLORIDA",INTERNACIONAL
2025,2,SBBR,BRASÍLIA,CANCUN/INTL,INTERNACIONAL
2025,2,SBBR,BRASÍLIA,SAN JOSE/JUAN SANTAMARIA,INTERNACIONAL
2025,2,SBBR,BRASÍLIA,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,2,SBBR,BRASÍLIA,BRASÍLIA,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,BOA VISTA,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,SÃO JOSÉ DOS PINHAIS,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,VÁRZEA GRANDE,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,CRUZEIRO DO SUL,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,MANAUS,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,FLORIANÓPOLIS,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,FORTALEZA,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,SANTA RITA,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,JUAZEIRO DO NORTE,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,MARABÁ,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,RIO LARGO,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,MACAPÁ,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,PORTO ALEGRE,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,PALMAS,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,PORTO VELHO,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,RIO BRANCO,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,SÃO LUÍS,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,SANTARÉM,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,SALVADOR,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,TERESINA,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,VITÓRIA,DOMÉSTICA
2025,2,SBBR,BRASÍLIA,BOGOTÁ,INTERNACIONAL
2025,2,SBBV,BOA VISTA,BRASÍLIA,DOMÉSTICA
2025,2,SBBV,BOA VISTA,GUARULHOS,DOMÉSTICA
2025,2,SBBV,BOA VISTA,"MAIQUETÍA, VARGAS (NEAR CARACAS)",INTERNACIONAL
2025,2,SBCA,CASCAVEL,GUARULHOS,DOMÉSTICA
2025,2,SBCF,CONFINS,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,2,SBCF,CONFINS,SÃO JOSÉ DOS CAMPOS,DOMÉSTICA
2025,2,SBCG,CAMPO GRANDE,GUARULHOS,DOMÉSTICA
2025,2,SBCG,CAMPO GRANDE,SÃO PAULO,DOMÉSTICA
2025,2,SBCH,CHAPECÓ,GUARULHOS,DOMÉSTICA
2025,2,SBCH,CHAPECÓ,SÃO PAULO,DOMÉSTICA
2025,2,SBCN,CALDAS NOVAS,SÃO PAULO,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,BRASÍLIA,DOMÉSTICA
2025,2,SBCT,SÃO JOSÉ DOS PINHAIS,SALVADOR,DOMÉSTICA
2025,2,SBCX,CAXIAS DO SUL,SÃO PAULO,DOMÉSTICA
2025,2,SBCY,VÁRZEA GRANDE,BRASÍLIA,DOMÉSTICA
2025,2,SBCY,VÁRZEA GRANDE,SÃO PAULO,DOMÉSTICA
2025,2,SBCZ,CRUZEIRO DO SUL,BRASÍLIA,DOMÉSTICA
2025,2,SBCZ,CRUZEIRO DO SUL,RIO BRANCO,DOMÉSTICA
2025,2,SBDB,BONITO,SÃO PAULO,DOMÉSTICA
2025,2,SBDN,PRESIDENTE PRUDENTE,SÃO PAULO,DOMÉSTICA
2025,2,SBEG,MANAUS,"MIAMI, FLORIDA",INTERNACIONAL
2025,2,SBEG,MANAUS,BRASÍLIA,DOMÉSTICA
2025,2,SBEG,MANAUS,FORTALEZA,DOMÉSTICA
2025,2,SBEG,MANAUS,RIO DE JANEIRO,DOMÉSTICA
2025,2,SBEG,MANAUS,GUARULHOS,DOMÉSTICA
2025,2,SBFI,FOZ DO IGUAÇU,RIO DE JANEIRO,DOMÉSTICA
2025,2,SBFI,FOZ DO IGUAÇU,GUARULHOS,DOMÉSTICA
2025,2,SBFI,FOZ DO IGUAÇU,SÃO PAULO,DOMÉSTICA
2025,2,SBFL,FLORIANÓPOLIS,BRASÍLIA,DOMÉSTICA
2025,2,SBFL,FLORIANÓPOLIS,RIO DE JANEIRO,DOMÉSTICA
2025,2,SBFL,FLORIANÓPOLIS,GUARULHOS,DOMÉSTICA
2025,2,SBFL,FLORIANÓPOLIS,PORTO ALEGRE,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,"ORLANDO, FLORIDA",INTERNACIONAL
2025,2,SBFZ,FORTALEZA,"MIAMI, FLORIDA",INTERNACIONAL
2025,2,SBFZ,FORTALEZA,"EZEIZA, BUENOS AIRES PROVINCE",INTERNACIONAL
2025,2,SBFZ,FORTALEZA,BRASÍLIA,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,RIO DE JANEIRO,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,GUARULHOS,DOMÉSTICA
2025,2,SBFZ,FORTALEZA,SALVADOR,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,ARACAJU,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,BRASÍLIA,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,MANAUS,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,FOZ DO IGUAÇU,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,FLORIANÓPOLIS,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,FORTALEZA,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,GOIÂNIA,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,SANTA RITA,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,RIO LARGO,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,NAVEGANTES,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,SÃO GONÇALO DO AMARANTE,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,SÃO JOSÉ DOS CAMPOS,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,SALVADOR,DOMÉSTICA
2025,2,SBGL,RIO DE JANEIRO,"MONTEVIDEO, MONTEVIDEO",INTERNACIONAL
2025,2,SBGO,GOIÂNIA,BRASÍLIA,DOMÉSTICA
2025,2,SBGO,GOIÂNIA,GUARULHOS,DOMÉSTICA
2025,2,SBGO,GOIÂNIA,SÃO PAULO,DOMÉSTICA
2025,2,SBGO,GOIÂNIA,SALVADOR,DOMÉSTICA
2025,2,SBGR,GUARULHOS,SAN JOSE/JUAN SANTAMARIA,INTERNACIONAL
2025,2,SBGR,GUARULHOS,"MENDOZA, MENDOZA PROVINCE",INTERNACIONAL
2025,2,SBGR,GUARULHOS,ARACAJU,DOMÉSTICA
2025,2,SBGR,GUARULHOS,BRASÍLIA,DOMÉSTICA
2025,2,SBGR,GUARULHOS,BOA VISTA,DOMÉSTICA
